"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Chained (2012) dollars 9"
,,"2008","837.6"
,,"2009","837.0"
,,"2010","854.2"
,,"2011","873.9"
,,"2012","880.6"
,,"2013","858.1"
,,"2014","862.1"
,,"2015","857.0"
,,"2016","867.9"
,,"2017","872.4"
,,"2018","896.4"
,,"2019","890.4"
,"Finance and insurance  [52]","1999","1,203.8"
,,"2000","1,181.2"
,,"2001","1,217.8"
,,"2002","1,282.1"
,,"2003","1,292.2"
,,"2004","1,344.0"
,,"2005","1,427.6"
,,"2006","1,479.5"
,,"2007","1,446.3"
,,"2008","1,456.6"
,,"2009","1,426.9"
,,"2010","1,429.7"
,,"2011","1,467.4"
,,"2012","1,501.4"
,,"2013","1,504.3"
,,"2014","1,516.7"
,,"2015","1,544.7"
,,"2016","1,585.7"
,,"2017","1,675.8"
,,"2018","1,682.1"
,,"2019","1,698.0"
,"Real estate and rental and leasing  [53]","1999","2,349.1"
,,"2000","2,420.6"
,,"2001","2,473.3"
,,"2002","2,520.0"
,,"2003","2,607.8"
,,"2004","2,719.1"
,,"2005","2,795.1"
,,"2006","2,906.8"
,,"2007","2,978.4"
,,"2008","3,070.5"
,,"2009","3,191.2"
,,"2010","3,290.1"
,,"2011","3,385.1"
,,"2012","3,499.9"
,,"2013","3,550.1"
,,"2014","3,623.0"
,,"2015","3,694.4"
,,"2016","3,767.1"
,,"2017","3,847.7"
,,"2018","3,933.1"
,,"2019","3,969.8"
,"Professional, scientific and technical services  [54]","1999","787.9"
,,"2000","739.4"
,,"2001","725.5"
,,"2002","809.8"
,,"2003","812.2"
,,"2004","793.8"
,,"2005","800.9"
,,"2006","853.7"
,,"2007","891.3"
,,"2008","958.2"
,,"2009","918.7"
,,"2010","922.9"
,,"2011","967.1"
,,"2012","979.7"
,,"2013","944.0"
,,"2014","953.2"
,,"2015","960.8"
,,"2016","953.0"
,,"2017","964.0"
,,"2018","1,009.6"
,,"2019","1,028.9"
,"Management of companies and enterprises  [55]","1999","65.4"
,,"2000","75.7"
,,"2001","103.8"
,,"2002","122.8"
,,"2003","129.1"
,,"2004","107.8"
,,"2005","118.7"
,,"2006","125.8"
,,"2007","125.6"
,,"2008","131.7"
,,"2009","136.1"
,,"2010","132.5"
,,"2011","146.7"
,,"2012","143.6"
,,"2013","148.3"
,,"2014","137.0"
,,"2015","134.0"
,,"2016","114.2"
,,"2017","109.5"
,,"2018","92.8"
,,"2019","75.5"
,"Administrative and support, waste management and remediation services  [56]","1999","707.8"
,,"2000","804.1"
,,"2001","823.4"
,,"2002","1,018.5"
,,"2003","1,036.2"
,,"2004","1,174.0"
,,"2005","1,159.1"
,,"2006","1,199.7"
,,"2007","1,257.1"
,,"2008","1,256.9"
,,"2009","1,299.1"
,,"2010","1,249.5"
,,"2011","1,202.4"
,,"2012","1,202.1"
,,"2013","1,156.7"
,,"2014","1,188.0"
,,"2015","1,188.3"
,,"2016","1,168.6"
,,"2017","1,104.7"
,,"2018","1,093.5"
,,"2019","1,069.7"
,"Educational services  [61]","1999","1,499.1"
,,"2000","1,574.8"
,,"2001","1,513.2"
,,"2002","1,549.8"
,,"2003","1,567.9"
,,"2004","1,640.5"
,,"2005","1,726.6"
,,"2006","1,745.2"
,,"2007","1,727.5"
,,"2008","1,769.2"
,,"2009","1,808.5"
,,"2010","1,811.5"
,,"2011","1,818.0"
,,"2012","1,825.8"
,,"2013","1,823.8"
,,"2014","1,832.1"
,,"2015","1,816.6"
,,"2016","1,828.0"
,,"2017","1,819.0"
,,"2018","1,847.8"
,,"2019","1,880.8"
,"Health care and social assistance  [62]","1999","2,181.2"
,,"2000","2,187.8"
,,"2001","2,279.2"
,,"2002","2,319.7"
,,"2003","2,355.5"
,,"2004","2,399.2"
,,"2005","2,447.6"
,,"2006","2,513.5"
,,"2007","2,634.2"
,,"2008","2,730.0"
,,"2009","2,795.8"
,,"2010","2,857.0"
,,"2011","2,833.1"
,,"2012","2,796.5"
,,"2013","2,775.2"
,,"2014","2,766.2"
,,"2015","2,751.7"
,,"2016","2,790.3"
,,"2017","2,816.0"
,,"2018","2,865.0"
,,"2019","2,953.4"
,"Arts, entertainment and recreation  [71]","1999","200.9"
,,"2000","187.7"
,,"2001","193.7"
,,"2002","206.1"
,,"2003","196.6"
,,"2004","194.2"
,,"2005","191.9"
,,"2006","178.2"
,,"2007","185.8"
,,"2008","179.9"
,,"2009","171.9"
,,"2010","182.3"
,,"2011","188.8"
,,"2012","191.1"
,,"2013","189.6"
,,"2014","178.8"
,,"2015","156.0"
,,"2016","151.8"
,,"2017","160.1"
,,"2018","164.6"
,,"2019","167.9"
,"Accommodation and food services  [72]","1999","576.8"
,,"2000","571.5"
,,"2001","582.5"
,,"2002","595.2"
,,"2003","600.0"
,,"2004","597.1"
,,"2005","582.7"
,,"2006","585.2"
,,"2007","572.9"
,,"2008","585.0"
,,"2009","614.7"
,,"2010","608.1"
,,"2011","607.8"
,,"2012","600.6"
,,"2013","584.6"
,,"2014","595.7"
,,"2015","637.3"
,,"2016","651.2"
,,"2017","643.4"
,,"2018","650.5"
,,"2019","668.4"
,"Other services (except public administration)  [81]","1999","511.6"
,,"2000","512.8"
,,"2001","527.4"
,,"2002","555.3"
,,"2003","543.0"
,,"2004","536.3"
,,"2005","513.9"
,,"2006","527.6"
,,"2007","547.7"
,,"2008","564.7"
,,"2009","564.0"
,,"2010","553.3"
,,"2011","568.5"
,,"2012","577.1"
,,"2013","591.8"
,,"2014","592.2"
,,"2015","574.7"
,,"2016","561.3"
,,"2017","580.3"
,,"2018","588.1"
,,"2019","597.1"
,"Public administration  [91]","1999","2,644.6"
,,"2000","2,647.4"
,,"2001","2,694.4"
,,"2002","2,775.8"
,,"2003","2,860.8"
,,"2004","2,827.4"
,,"2005","2,819.8"
,,"2006","2,931.3"
,,"2007","3,011.9"
,,"2008","3,094.4"
,,"2009","3,257.3"
,,"2010","3,351.2"
,,"2011","3,380.1"
,,"2012","3,364.9"
,,"2013","3,317.6"
,,"2014","3,282.2"
,,"2015","3,251.0"
,,"2016","3,251.9"
,,"2017","3,305.5"
,,"2018","3,386.2"
,,"2019","3,434.2"
"Quebec","Goods-producing industries  [T002] 10","1999","84,655.2"
,,"2000","88,906.3"
,,"2001","89,458.8"
,,"2002","90,684.6"
,,"2003","89,351.8"
,,"2004","91,496.7"
,,"2005","91,705.0"
,,"2006","89,749.4"
,,"2007","90,583.4"
,,"2008","91,223.1"
,,"2009","86,345.1"
,,"2010","88,251.9"
,,"2011","90,847.8"
,,"2012","92,374.5"
,,"2013","91,498.2"
,,"2014","92,900.0"
,,"2015","94,099.2"
,,"2016","94,153.6"
,,"2017","97,677.7"
,,"2018","101,505.0"
,,"2019","104,003.8"
,"Service-producing industries  [T003] 11","1999","173,618.4"
,,"2000","180,790.2"
,,"2001","184,990.3"
,,"2002","191,897.6"
,,"2003","196,521.8"
,,"2004","201,609.7"
,,"2005","206,037.1"
,,"2006","211,657.9"
,,"2007","218,536.5"
,,"2008","223,301.9"
,,"2009","224,775.0"
,,"2010","229,578.0"
,,"2011","233,726.4"
,,"2012","236,481.6"
,,"2013","241,571.8"
,,"2014","245,439.8"
,,"2015","247,611.8"
,,"2016","253,049.9"
,,"2017","259,436.6"
,,"2018","266,496.6"
,,"2019","273,829.3"
,"Industrial production  [T010] 12","1999","64,303.8"
,,"2000","67,738.2"
,,"2001","66,804.8"
,,"2002","67,227.4"
,,"2003","65,174.1"
,,"2004","65,408.7"
,,"2005","66,176.5"
,,"2006","64,867.3"
,,"2007","65,998.9"
,,"2008","65,709.0"
,,"2009","60,328.6"
,,"2010","61,403.0"
,,"2011","62,859.4"
,,"2012","62,936.3"
,,"2013","62,802.1"
,,"2014","65,533.2"
,,"2015","66,401.5"
,,"2016","66,555.0"
,,"2017","68,699.6"
,,"2018","71,593.7"
,,"2019","73,189.0"
,"Non-durable manufacturing industries  [T011] 13","1999","22,090.3"
,,"2000","23,447.6"
,,"2001","24,979.4"
,,"2002","25,432.8"
,,"2003","24,830.4"
,,"2004","24,446.4"
,,"2005","24,102.9"
,,"2006","23,154.3"
,,"2007","22,373.2"
,,"2008","21,597.8"
,,"2009","20,533.5"
,,"2010","20,361.6"
,,"2011","19,691.2"
,,"2012","19,543.0"
,,"2013","18,654.5"
,,"2014","19,524.2"
,,"2015","20,008.7"
,,"2016","20,148.0"
,,"2017","20,298.4"
,,"2018","20,616.5"
,,"2019","20,794.8"
,"Durable manufacturing industries  [T012] 14","1999","28,849.2"
,,"2000","30,850.5"
,,"2001","28,798.1"
,,"2002","28,017.0"
,,"2003","26,441.2"
,,"2004","27,335.5"
,,"2005","28,408.9"
,,"2006","27,780.9"
,,"2007","28,060.4"
,,"2008","27,816.2"
,,"2009","24,098.2"
,,"2010","24,537.1"
,,"2011","25,841.5"
,,"2012","26,088.9"
,,"2013","26,103.3"
,,"2014","26,834.2"
,,"2015","26,717.6"
,,"2016","26,344.7"
,,"2017","27,710.4"
,,"2018","29,194.4"
,,"2019","30,354.1"
,"Information and communication technology sector  [T013] 15","1999","12,907.3"
,,"2000","14,454.9"
,,"2001","12,372.1"
,,"2002","12,510.0"
,,"2003","13,141.7"
,,"2004","13,063.6"
,,"2005","13,280.6"
,,"2006","13,774.2"
,,"2007","14,018.3"
,,"2008","14,367.6"
,,"2009","14,098.4"
,,"2010","14,517.1"
,,"2011","15,442.9"
,,"2012","15,449.1"
,,"2013","16,341.1"
,,"2014","16,399.2"
,,"2015","16,515.0"
,,"2016","17,223.1"
,,"2017","18,602.8"
,,"2018","19,415.5"
,,"2019","20,363.7"
,"Energy sector  [T016] 16","1999","9,413.5"
,,"2000","9,181.0"
,,"2001","9,359.2"
,,"2002","9,823.8"
,,"2003","10,103.2"
,,"2004","9,920.0"
,,"2005","10,066.8"
,,"2006","10,228.2"
,,"2007","11,515.8"
,,"2008","11,945.0"
,,"2009","11,483.7"
,,"2010","11,820.8"
,,"2011","12,016.4"
,,"2012","12,016.6"
,,"2013","12,066.3"
,,"2014","12,463.4"
,,"2015","12,813.5"
,,"2016","12,952.7"
,,"2017","13,033.9"
,,"2018","13,316.8"
,,"2019","13,305.5"
,"Public sector  [T018] 17","1999","56,161.1"
,,"2000","57,745.1"
,,"2001","58,731.4"
,,"2002","60,038.8"
,,"2003","61,445.5"
,,"2004","62,593.1"
,,"2005","63,567.1"
,,"2006","64,670.2"
,,"2007","66,197.4"
,,"2008","67,682.4"
,,"2009","70,005.5"
,,"2010","71,689.3"
,,"2011","72,193.8"
,,"2012","72,695.6"
,,"2013","73,559.9"
,,"2014","74,228.6"
,,"2015","74,545.6"
,,"2016","75,603.1"
,,"2017","76,640.8"
,,"2018","78,668.8"
,,"2019","80,771.1"
,"Cannabis sector  [T021] 18","1999","602.1"
,,"2000","617.1"
,,"2001","724.4"
,,"2002","757.6"
,,"2003","799.1"
,,"2004","811.6"
,,"2005","849.3"
,,"2006","926.6"
,,"2007","985.6"
,,"2008","1,086.2"
,,"2009","1,195.1"
,,"2010","1,228.1"
,,"2011","1,238.7"
,,"2012","1,299.0"
,,"2013","1,391.7"
,,"2014","1,489.3"
,,"2015","1,626.9"
,,"2016","1,708.4"
,,"2017","1,682.2"
,,"2018","1,959.9"
,,"2019","2,090.7"
,"Agriculture, forestry, fishing and hunting  [11]","1999","6,043.8"
,,"2000","5,926.0"
,,"2001","6,448.1"
,,"2002","6,202.1"
,,"2003","6,390.0"
,,"2004","6,780.0"
,,"2005","6,411.6"
,,"2006","6,257.2"
,,"2007","5,632.8"
,,"2008","5,782.3"
,,"2009","5,857.5"
,,"2010","6,142.7"
,,"2011","6,092.9"
,,"2012","6,032.5"
,,"2013","6,546.8"
,,"2014","6,474.5"
,,"2015","6,940.4"
,,"2016","7,168.1"
,,"2017","7,174.4"
,,"2018","7,280.4"
,,"2019","7,552.3"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","5,839.8"
,,"2000","5,848.3"
,,"2001","5,150.2"
,,"2002","4,963.7"
,,"2003","5,338.8"
,,"2004","4,627.0"
,,"2005","4,220.3"
,,"2006","4,186.2"
,,"2007","4,426.7"
,,"2008","4,581.6"
,,"2009","4,439.0"
,,"2010","4,600.8"
,,"2011","5,000.7"
,,"2012","4,963.4"
,,"2013","5,570.4"
,,"2014","6,483.4"
,,"2015","7,014.4"
,,"2016","7,072.1"
,,"2017","7,579.8"
,,"2018","8,492.5"
,,"2019","8,595.8"
,"Utilities  [22]","1999","8,589.4"
,,"2000","8,421.5"
,,"2001","8,308.5"
,,"2002","9,029.1"
,,"2003","9,117.4"
,,"2004","8,918.5"
,,"2005","9,033.0"
,,"2006","9,265.6"
,,"2007","10,495.2"
,,"2008","10,965.7"
,,"2009","10,467.9"
,,"2010","11,068.5"
,,"2011","11,463.7"
,,"2012","11,415.6"
,,"2013","11,531.3"
,,"2014","11,807.4"
,,"2015","11,982.4"
,,"2016","12,242.0"
,,"2017","12,408.7"
,,"2018","12,760.2"
,,"2019","12,797.0"
,"Construction  [23]","1999","13,558.3"
,,"2000","14,683.3"
,,"2001","15,714.7"
,,"2002","17,218.9"
,,"2003","17,914.7"
,,"2004","19,684.5"
,,"2005","19,552.5"
,,"2006","19,105.3"
,,"2007","19,533.1"
,,"2008","20,403.9"
,,"2009","20,968.1"
,,"2010","21,555.5"
,,"2011","22,730.5"
,,"2012","24,331.0"
,,"2013","23,143.3"
,,"2014","21,964.9"
,,"2015","21,865.6"
,,"2016","21,680.8"
,,"2017","23,048.1"
,,"2018","23,883.7"
,,"2019","24,601.5"
,"Manufacturing  [31-33]","1999","50,968.2"
,,"2000","54,343.6"
,,"2001","53,694.6"
,,"2002","53,328.8"
,,"2003","51,116.3"
,,"2004","51,682.7"
,,"2005","52,466.4"
,,"2006","50,904.5"
,,"2007","50,438.0"
,,"2008","49,439.5"
,,"2009","44,638.2"
,,"2010","44,898.3"
,,"2011","45,534.0"
,,"2012","45,631.8"
,,"2013","44,738.7"
,,"2014","46,340.1"
,,"2015","46,701.8"
,,"2016","46,467.7"
,,"2017","47,990.8"
,,"2018","49,804.1"
,,"2019","51,150.7"
,"Wholesale trade  [41]","1999","11,795.3"
,,"2000","12,688.4"
,,"2001","13,079.5"
,,"2002","13,642.7"
,,"2003","14,254.9"
,,"2004","14,226.4"
,,"2005","14,789.0"
,,"2006","15,494.3"
,,"2007","16,602.9"
,,"2008","16,972.8"
,,"2009","16,047.2"
,,"2010","16,964.7"
,,"2011","17,156.5"
,,"2012","17,066.6"
,,"2013","18,021.6"
,,"2014","18,581.9"
,,"2015","18,113.5"
,,"2016","18,188.6"
,,"2017","18,687.8"
,,"2018","19,340.5"
,,"2019","20,075.8"
,"Retail trade  [44-45]","1999","12,738.0"
,,"2000","13,534.5"
,,"2001","14,170.7"
,,"2002","15,039.8"
,,"2003","15,395.5"
,,"2004","15,822.7"
,,"2005","16,364.7"
,,"2006","17,128.9"
,,"2007","17,724.6"
,,"2008","18,677.8"
,,"2009","18,165.7"
,,"2010","18,680.2"
,,"2011","18,789.5"
,,"2012","18,826.6"
,,"2013","19,792.8"
,,"2014","19,815.0"
,,"2015","20,034.1"
,,"2016","20,946.7"
,,"2017","21,238.0"
,,"2018","21,747.9"
,,"2019","21,828.3"
,"Transportation and warehousing  [48-49]","1999","10,961.8"
,,"2000","11,575.9"
,,"2001","11,760.3"
,,"2002","11,584.3"
,,"2003","11,723.7"
,,"2004","12,079.0"
,,"2005","12,434.9"
,,"2006","12,537.2"
,,"2007","13,047.3"
,,"2008","12,898.7"
,,"2009","12,323.2"
,,"2010","12,699.7"
,,"2011","13,047.0"
,,"2012","13,198.4"
,,"2013","13,303.5"
,,"2014","13,835.3"
,,"2015","14,182.5"
,,"2016","14,811.4"
,,"2017","15,510.9"
,,"2018","16,165.6"
,,"2019","16,556.4"
,"Information and cultural industries  [51]","1999","7,727.0"
,,"2000","8,140.0"
,,"2001","8,797.2"
,,"2002","9,713.0"
,,"2003","9,589.2"
,,"2004","9,663.6"
,,"2005","9,738.1"
,,"2006","10,095.3"
,,"2007","10,208.5"
,,"2008","10,240.8"
,,"2009","10,177.1"
,,"2010","10,267.0"
,,"2011","10,595.2"
,,"2012","10,673.7"
,,"2013","10,735.7"
,,"2014","10,585.9"
,,"2015","10,898.1"
,,"2016","11,106.9"
,,"2017","11,539.0"
,,"2018","11,798.2"
,,"2019","12,287.7"
,"Finance and insurance  [52]","1999","13,258.9"
,,"2000","13,890.8"
,,"2001","14,034.9"
,,"2002","14,638.4"
,,"2003","14,875.8"
,,"2004","15,773.7"
,,"2005","16,213.1"
,,"2006","17,466.1"
,,"2007","18,099.6"
,,"2008","17,837.2"
,,"2009","17,813.2"
,,"2010","17,992.6"
,,"2011","18,331.0"
,,"2012","18,625.4"
,,"2013","19,289.7"
,,"2014","19,429.5"
,,"2015","20,330.7"
,,"2016","21,015.2"
,,"2017","22,512.2"
,,"2018","23,048.4"
,,"2019","23,639.9"
,"Real estate and rental and leasing  [53]","1999","25,019.8"
,,"2000","25,133.3"
,,"2001","25,684.5"
,,"2002","26,757.5"
,,"2003","27,268.3"
,,"2004","28,324.2"
,,"2005","29,334.4"
,,"2006","29,938.4"
,,"2007","31,113.5"
,,"2008","32,095.4"
,,"2009","33,321.8"
,,"2010","34,381.4"
,,"2011","35,201.9"
,,"2012","36,219.0"
,,"2013","37,171.8"
,,"2014","37,947.7"
,,"2015","38,817.8"
,,"2016","39,594.8"
,,"2017","40,478.5"
,,"2018","41,484.3"
,,"2019","42,476.4"
,"Professional, scientific and technical services  [54]","1999","14,066.8"
,,"2000","15,089.7"
,,"2001","14,887.9"
,,"2002","15,002.0"
,,"2003","15,764.8"
,,"2004","16,146.8"
,,"2005","16,221.5"
,,"2006","16,825.1"
,,"2007","17,134.8"
,,"2008","17,848.0"
,,"2009","17,894.8"
,,"2010","18,010.0"
,,"2011","19,035.4"
,,"2012","19,443.4"
,,"2013","19,952.0"
,,"2014","20,599.2"
,,"2015","20,297.0"
,,"2016","21,433.4"
,,"2017","22,211.9"
,,"2018","23,144.3"
,,"2019","24,516.7"
,"Management of companies and enterprises  [55]","1999","1,403.2"
,,"2000","1,503.3"
,,"2001","1,586.2"
,,"2002","1,821.1"
,,"2003","1,963.9"
,,"2004","2,125.4"
,,"2005","2,012.1"
,,"2006","2,007.8"
,,"2007","2,131.1"
,,"2008","2,404.4"
,,"2009","2,514.6"
,,"2010","2,338.7"
,,"2011","2,392.0"
,,"2012","2,401.1"
,,"2013","2,601.9"
,,"2014","2,427.4"
,,"2015","2,348.9"
,,"2016","2,030.2"
,,"2017","1,837.0"
,,"2018","1,707.5"
,,"2019","1,432.2"
,"Administrative and support, waste management and remediation services  [56]","1999","6,532.1"
,,"2000","7,025.0"
,,"2001","7,188.7"
,,"2002","7,880.1"
,,"2003","8,201.6"
,,"2004","8,337.4"
,,"2005","8,501.2"
,,"2006","8,704.3"
,,"2007","9,081.4"
,,"2008","9,225.2"
,,"2009","9,108.5"
,,"2010","9,180.5"
,,"2011","9,339.9"
,,"2012","9,627.8"
,,"2013","9,765.2"
,,"2014","9,922.6"
,,"2015","9,715.0"
,,"2016","9,694.2"
,,"2017","9,811.9"
,,"2018","9,937.2"
,,"2019","10,200.6"
,"Educational services  [61]","1999","16,122.1"
,,"2000","16,213.5"
,,"2001","16,206.3"
,,"2002","16,618.1"
,,"2003","17,067.6"
,,"2004","17,313.7"
,,"2005","17,453.3"
,,"2006","17,710.4"
,,"2007","18,275.5"
,,"2008","18,840.0"
,,"2009","19,161.1"
,,"2010","19,528.7"
,,"2011","19,595.2"
,,"2012","19,759.2"
,,"2013","20,145.0"
,,"2014","20,583.6"
,,"2015","20,735.7"
,,"2016","20,846.9"
,,"2017","21,155.9"
,,"2018","21,654.1"
,,"2019","22,268.2"
,"Health care and social assistance  [62]","1999","22,325.0"
,,"2000","22,936.7"
,,"2001","23,115.4"
,,"2002","23,137.7"
,,"2003","23,902.3"
,,"2004","24,369.5"
,,"2005","24,891.2"
,,"2006","24,888.0"
,,"2007","25,766.8"
,,"2008","26,006.2"
,,"2009","26,440.7"
,,"2010","26,791.7"
,,"2011","26,910.2"
,,"2012","27,324.4"
,,"2013","27,781.9"
,,"2014","28,121.6"
,,"2015","28,307.1"
,,"2016","28,880.0"
,,"2017","29,118.3"
,,"2018","30,002.1"
,,"2019","30,761.9"
,"Arts, entertainment and recreation  [71]","1999","2,847.0"
,,"2000","2,900.3"
,,"2001","2,979.4"
,,"2002","3,058.9"
,,"2003","3,044.2"
,,"2004","3,071.6"
,,"2005","2,980.4"
,,"2006","2,964.9"
,,"2007","2,985.2"
,,"2008","2,978.9"
,,"2009","2,928.6"
,,"2010","2,879.2"
,,"2011","2,861.6"
,,"2012","2,882.4"
,,"2013","2,875.9"
,,"2014","2,968.1"
,,"2015","2,967.4"
,,"2016","3,056.3"
,,"2017","3,061.6"
,,"2018","3,123.1"
,,"2019","3,212.6"
,"Accommodation and food services  [72]","1999","5,659.1"
,,"2000","5,818.6"
,,"2001","6,038.2"
,,"2002","6,310.0"
,,"2003","6,557.1"
,,"2004","6,896.6"
,,"2005","7,047.7"
,,"2006","6,852.2"
,,"2007","6,992.0"
,,"2008","7,013.4"
,,"2009","7,108.3"
,,"2010","7,090.2"
,,"2011","7,182.8"
,,"2012","7,238.0"
,,"2013","7,220.5"
,,"2014","7,628.0"
,,"2015","7,882.9"
,,"2016","8,126.6"
,,"2017","8,282.5"
,,"2018","8,587.8"
,,"2019","8,792.3"
,"Other services (except public administration)  [81]","1999","5,647.2"
,,"2000","5,957.5"
,,"2001","6,164.3"
,,"2002","6,466.8"
,,"2003","6,532.3"
,,"2004","6,605.5"
,,"2005","6,787.4"
,,"2006","6,837.3"
,,"2007","6,963.6"
,,"2008","7,188.8"
,,"2009","7,156.7"
,,"2010","7,254.0"
,,"2011","7,449.9"
,,"2012","7,583.2"
,,"2013","7,240.5"
,,"2014","7,419.1"
,,"2015","7,461.2"
,,"2016","7,488.2"
,,"2017","7,747.1"
,,"2018","7,840.0"
,,"2019","8,100.2"
,"Public administration  [91]","1999","17,877.8"
,,"2000","18,759.0"
,,"2001","19,557.4"
,,"2002","20,399.2"
,,"2003","20,604.7"
,,"2004","21,046.1"
,,"2005","21,374.0"
,,"2006","22,204.4"
,,"2007","22,291.3"
,,"2008","23,031.6"
,,"2009","24,677.0"
,,"2010","25,518.3"
,,"2011","25,841.2"
,,"2012","25,612.3"
,,"2013","25,696.5"
,,"2014","25,596.7"
,,"2015","25,578.1"
,,"2016","25,948.6"
,,"2017","26,441.6"
,,"2018","27,087.6"
,,"2019","27,819.4"
"Ontario","Goods-producing industries  [T002] 10","1999","153,436.6"
,,"2000","163,305.4"
,,"2001","159,642.9"
,,"2002","165,484.8"
,,"2003","166,293.8"
,,"2004","167,844.7"
,,"2005","171,137.9"
,,"2006","167,529.4"
,,"2007","162,302.4"
,,"2008","154,428.3"
,,"2009","135,908.8"
,,"2010","143,547.4"
,,"2011","148,405.9"
,,"2012","150,639.9"
,,"2013","151,292.5"
,,"2014","154,956.4"
,,"2015","160,039.6"
,,"2016","161,917.0"
,,"2017","163,429.7"
,,"2018","169,298.2"
,,"2019","168,536.7"
,"Service-producing industries  [T003] 11","1999","343,009.7"
,,"2000","364,752.3"
,,"2001","378,089.9"
,,"2002","390,465.4"
,,"2003","396,413.5"
,,"2004","410,816.5"
,,"2005","426,318.8"
,,"2006","441,125.9"
,,"2007","451,699.3"
,,"2008","457,666.1"
,,"2009","455,653.6"
,,"2010","466,209.1"
,,"2011","477,533.5"
,,"2012","484,307.2"
,,"2013","492,598.3"
,,"2014","504,851.2"
,,"2015","517,308.4"
,,"2016","530,645.3"
,,"2017","548,167.8"
,,"2018","563,037.5"
,,"2019","578,927.1"
,"Industrial production  [T010] 12","1999","115,499.7"
,,"2000","123,386.6"
,,"2001","118,582.8"
,,"2002","122,690.6"
,,"2003","122,559.0"
,,"2004","123,729.4"
,,"2005","125,553.1"
,,"2006","121,848.2"
,,"2007","116,031.7"
,,"2008","109,900.5"
,,"2009","92,352.8"
,,"2010","97,884.5"
,,"2011","101,936.9"
,,"2012","103,084.3"
,,"2013","103,147.1"
,,"2014","106,123.9"
,,"2015","106,987.4"
,,"2016","108,660.1"
,,"2017","108,536.2"
,,"2018","112,029.9"
,,"2019","111,362.6"
,"Non-durable manufacturing industries  [T011] 13","1999","37,569.4"
,,"2000","40,905.6"
,,"2001","41,880.3"
,,"2002","43,357.1"
,,"2003","43,031.4"
,,"2004","41,750.1"
,,"2005","41,396.2"
,,"2006","40,219.0"
,,"2007","37,502.1"
,,"2008","36,126.5"
,,"2009","32,654.7"
,,"2010","33,252.0"
,,"2011","32,952.4"
,,"2012","33,429.4"
,,"2013","33,422.4"
,,"2014","33,919.3"
,,"2015","35,346.3"
,,"2016","35,404.6"
,,"2017","35,905.2"
,,"2018","37,268.5"
,,"2019","37,322.2"
,"Durable manufacturing industries  [T012] 14","1999","57,853.0"
,,"2000","61,921.0"
,,"2001","57,176.8"
,,"2002","59,185.7"
,,"2003","59,093.2"
,,"2004","60,786.0"
,,"2005","62,117.0"
,,"2006","60,275.9"
,,"2007","57,126.3"
,,"2008","50,734.6"
,,"2009","39,868.9"
,,"2010","44,103.5"
,,"2011","46,549.5"
,,"2012","47,695.2"
,,"2013","46,938.9"
,,"2014","48,845.7"
,,"2015","49,051.5"
,,"2016","49,935.2"
,,"2017","49,758.4"
,,"2018","51,138.6"
,,"2019","50,454.6"
,"Information and communication technology sector  [T013] 15","1999","22,502.1"
,,"2000","24,802.0"
,,"2001","25,536.6"
,,"2002","25,891.7"
,,"2003","26,684.5"
,,"2004","29,547.5"
,,"2005","30,799.2"
,,"2006","31,887.1"
,,"2007","31,142.9"
,,"2008","31,545.8"
,,"2009","31,283.9"
,,"2010","32,325.3"
,,"2011","32,986.1"
,,"2012","32,659.7"
,,"2013","32,433.5"
,,"2014","33,544.1"
,,"2015","35,251.7"
,,"2016","36,775.2"
,,"2017","38,612.5"
,,"2018","40,999.3"
,,"2019","43,400.1"
,"Energy sector  [T016] 16","1999","17,084.5"
,,"2000","16,617.8"
,,"2001","16,488.6"
,,"2002","17,717.8"
,,"2003","17,930.6"
,,"2004","17,757.6"
,,"2005","17,624.5"
,,"2006","16,908.3"
,,"2007","16,658.6"
,,"2008","17,445.4"
,,"2009","16,619.9"
,,"2010","16,128.6"
,,"2011","16,179.4"
,,"2012","15,701.3"
,,"2013","15,499.7"
,,"2014","16,501.8"
,,"2015","16,343.5"
,,"2016","16,607.1"
,,"2017","16,238.1"
,,"2018","16,935.7"
,,"2019","16,833.1"
,"Public sector  [T018] 17","1999","93,677.8"
,,"2000","96,293.0"
,,"2001","97,881.9"
,,"2002","100,909.0"
,,"2003","103,715.1"
,,"2004","107,413.5"
,,"2005","110,834.3"
,,"2006","115,047.7"
,,"2007","118,278.8"
,,"2008","122,937.6"
,,"2009","126,590.3"
,,"2010","129,499.5"
,,"2011","131,307.6"
,,"2012","131,947.5"
,,"2013","131,289.9"
,,"2014","132,084.3"
,,"2015","133,471.8"
,,"2016","135,905.1"
,,"2017","138,137.0"
,,"2018","142,747.2"
,,"2019","146,572.9"
,"Cannabis sector  [T021] 18","1999","547.7"
,,"2000","566.5"
,,"2001","629.8"
,,"2002","657.2"
,,"2003","623.0"
,,"2004","598.5"
,,"2005","595.6"
,,"2006","634.9"
,,"2007","656.3"
,,"2008","677.3"
,,"2009","704.8"
,,"2010","740.4"
,,"2011","774.0"
,,"2012","840.8"
,,"2013","938.0"
